,2,3,24,25
45998,48,48,100,100
45999,51,52,48,48
46000,54,53,98,49
46001,102,102,48,49
46002,48,49,100,100
46003,48,51,54,55
46004,52,53,55,51
46005,48,49,100,100
46006,48,48,54,100
46007,48,51,55,102
46008,48,48,100,100
46009,102,102,48,49
46010,48,56,100,100
46011,48,48,100,100
46012,48,56,100,100
46013,48,48,100,100
46014,102,102,48,49
46015,48,48,100,100
46016,48,48,100,100
46017,48,48,100,100
46018,48,48,100,100
46019,102,102,48,49
46020,102,102,48,49
46021,102,102,48,49
46022,52,53,55,51
46023,48,49,100,100
46024,53,51,48,48
46025,48,51,57,102
46026,48,51,53,51
46027,48,48,100,100
46028,50,50,51,57
46029,102,101,98,100
46030,48,48,100,100
46031,102,102,48,49
46032,53,53,54,100
46033,53,53,54,100
46034,48,57,100,100
46035,48,48,100,100
46036,102,102,48,49
46037,48,48,100,100
46038,53,52,50,48
46039,102,102,48,49
46040,48,51,52,101
46041,52,53,54,100
46042,102,102,48,49
46043,48,51,57,52
46044,53,53,54,100
46045,102,102,48,49
46046,52,53,50,100
46047,48,51,98,51
46048,99,51,49,98
46049,102,102,48,49
46050,51,52,48,48
46051,48,57,100,100
46052,102,102,48,49
46053,48,48,100,100
46054,102,102,48,49
46055,50,50,52,57
46056,48,48,100,100
46057,48,51,52,52
46058,102,102,48,49
46059,48,48,100,100
46060,102,102,48,49
46061,55,97,54,55
46062,48,48,100,100
46063,57,56,53,51
46064,48,51,52,53
46065,48,48,100,100
46066,102,102,48,49
46067,48,55,97,99
46068,102,102,48,49
46069,48,57,100,100
46070,48,49,100,100
46071,97,48,57,48
46072,55,51,55,55
46073,52,53,55,51
46074,102,102,48,49
46075,51,52,48,48
46076,48,48,100,100
46077,48,51,48,56
46078,48,49,100,100
46079,48,48,100,100
46080,48,49,100,100
46081,102,102,48,49
46082,48,51,97,50
46083,102,102,48,49
46084,102,102,48,49
46085,99,101,54,48
46086,48,48,100,100
46087,52,53,50,100
46088,53,53,54,100
46089,48,51,52,56
46090,102,102,48,49
46091,48,48,100,100
46092,49,97,50,53
46093,49,56,98,48
46094,48,51,100,49
46095,48,49,100,100
46096,48,48,100,100
46097,102,102,48,49
46098,48,48,100,100
46099,48,56,100,100
46100,48,48,100,100
46101,48,51,49,57
46102,48,48,100,100
46103,50,50,52,57
46104,54,102,51,49
46105,102,102,48,49
46106,102,102,48,49
46107,48,102,97,100
46108,48,51,53,54
46109,53,53,54,100
46110,48,48,100,100
46111,48,48,100,100
46112,53,52,50,48
46113,57,50,51,51
46114,48,48,100,100
46115,48,48,100,100
46116,56,50,52,48
46117,51,52,48,48
46118,48,48,100,100
46119,48,48,100,100
46120,48,49,100,100
46121,48,48,100,100
46122,102,102,48,49
46123,102,102,48,49
46124,102,102,48,49
46125,102,102,48,49
46126,102,102,48,49
46127,48,48,100,100
46128,48,55,97,99
46129,102,102,48,49
46130,48,51,97,97
46131,48,51,57,101
46132,48,49,100,100
46133,48,48,100,100
46134,55,56,55,51
46135,48,48,100,100
46136,102,102,48,49
46137,48,48,100,100
46138,52,52,98,48
46139,55,99,57,57
46140,50,50,52,57
46141,48,49,100,100
46142,48,48,100,100
46143,48,51,51,102
46144,100,48,54,57
46145,48,48,100,100
46146,48,51,102,102
46147,48,56,100,100
46148,53,53,54,100
46149,48,51,99,102
46150,53,55,54,48
46151,53,53,54,100
46152,102,102,48,49
46153,102,102,48,49
46154,56,55,51,55
46155,102,102,48,49
46156,48,48,100,100
46157,102,102,48,49
46158,48,48,100,100
46159,102,102,48,49
46160,52,53,50,101
46161,48,48,100,100
46162,48,48,100,100
46163,48,48,100,100
46164,49,54,52,56
46165,48,48,100,100
46166,48,48,100,100
46167,48,48,100,100
46168,48,48,100,100
46169,48,48,100,100
46170,101,53,98,48
46171,102,102,48,49
46172,52,53,54,100
46173,48,51,48,54
46174,52,53,55,51
46175,48,48,100,100
46176,101,51,51,51
46177,48,48,100,100
46178,48,49,100,100
46179,48,48,100,100
46180,102,102,48,49
46181,102,102,48,49
46182,102,102,48,49
46183,48,48,100,100
46184,48,48,100,100
46185,48,51,54,52
46186,52,53,50,100
46187,48,48,100,100
46188,48,48,100,100
46189,48,101,50,50
46190,48,48,100,100
46191,52,53,55,51
46192,102,102,48,49
46193,102,102,48,49
46194,48,51,102,50
46195,48,48,100,100
46196,102,102,48,49
46197,55,57,52,101
46198,48,51,49,56
46199,102,102,48,49
46200,102,102,48,49
46201,48,51,49,51
46202,101,51,54,49
46203,57,51,100,102
46204,102,102,48,49
46205,53,53,54,100
46206,48,48,100,100
46207,102,102,48,49
46208,102,102,48,49
46209,51,99,54,57
46210,48,48,100,100
46211,102,97,100,102
46212,102,102,48,49
46213,102,102,48,49
46214,48,48,100,100
46215,50,50,52,57
46216,53,53,54,100
46217,102,102,48,49
46218,102,102,48,49
46219,53,52,50,48
46220,48,48,52,55
46221,48,48,100,100
46222,48,48,100,100
46223,48,56,51,57
46224,48,51,56,97
46225,48,51,55,52
46226,102,102,48,49
46227,99,50,98,101
46228,53,55,101,48
46229,102,97,56,52
46230,52,101,57,98
46231,54,52,57,99
46232,48,48,100,100
46233,102,102,48,49
46234,102,102,48,49
46235,48,48,100,100
46236,51,55,101,97
46237,48,56,100,100
46238,48,48,100,100
46239,48,48,100,100
46240,48,55,52,99
46241,102,102,48,49
46242,97,102,50,51
46243,102,102,48,49
46244,48,51,53,57
46245,48,51,48,52
46246,48,48,100,100
46247,48,49,100,100
46248,48,48,100,100
46249,50,50,52,57
46250,48,48,100,100
46251,48,48,100,100
46252,102,102,48,49
46253,102,102,48,49
46254,48,48,100,100
46255,53,53,54,100
46256,48,48,100,100
46257,52,53,55,51
46258,102,102,48,49
46259,53,52,50,48
46260,48,51,57,54
46261,48,49,100,100
46262,52,101,102,100
46263,102,102,48,49
46264,48,48,100,100
46265,102,102,48,49
46266,55,98,56,51
46267,48,51,56,99
46268,48,51,56,53
46269,48,48,100,100
46270,98,55,102,100
46271,48,49,100,100
46272,48,51,49,97
46273,52,53,55,51
46274,48,48,100,100
46275,48,48,100,100
46276,48,48,48,48
46277,48,51,100,97
46278,102,102,48,49
46279,48,51,57,51
46280,48,48,100,100
46281,102,102,48,49
46282,53,52,50,48
46283,102,102,48,49
46284,48,51,102,97
46285,53,48,97,48
46286,52,53,55,51
46287,48,48,100,100
46288,48,48,100,100
46289,50,50,52,57
46290,48,48,100,100
46291,102,102,48,49
46292,98,52,101,101
46293,48,48,100,100
46294,48,48,100,100
46295,48,48,100,100
46296,48,51,101,50
46297,48,51,101,48
46298,102,102,48,49
46299,51,98,101,98
46300,48,48,100,100
46301,48,48,100,100
46302,102,102,101,102
46303,53,53,54,100
46304,48,48,100,100
46305,52,53,55,51
46306,48,48,100,100
46307,48,49,100,100
46308,52,52,54,55
46309,48,49,100,100
46310,50,50,52,57
46311,52,53,50,100
46312,48,48,100,100
46313,52,53,50,100
46314,102,102,48,49
46315,56,100,101,97
46316,102,102,48,49
46317,51,98,49,48
46318,53,52,50,48
46319,48,48,100,100
46320,102,102,48,49
46321,48,56,100,100
46322,48,48,100,100
46323,102,102,48,49
46324,48,51,100,55
46325,48,48,100,100
46326,48,51,97,54
46327,50,100,53,52
46328,48,48,100,100
46329,53,53,54,100
46330,102,102,48,49
46331,48,48,100,100
46332,48,49,100,100
46333,48,51,48,48
46334,48,48,100,100
46335,102,102,48,49
46336,48,48,100,100
46337,48,51,49,53
46338,53,52,50,48
46339,50,50,52,57
46340,48,48,100,100
46341,52,53,55,51
46342,48,48,100,100
46343,102,102,48,49
46344,48,51,54,54
46345,53,53,54,100
46346,48,51,51,50
46347,57,56,48,56
46348,48,48,100,100
46349,97,100,98,57
46350,102,102,48,49
46351,48,48,100,100
46352,54,57,97,98
46353,57,54,57,50
46354,48,51,51,98
46355,50,50,52,57
46356,52,53,50,100
46357,51,52,48,48
46358,102,102,48,49
46359,51,52,48,48
46360,50,50,52,57
46361,53,101,97,100
46362,56,52,100,102
46363,98,98,53,101
46364,48,49,100,100
46365,50,100,53,52
46366,102,102,48,49
46367,102,102,48,49
46368,48,50,99,53
46369,52,55,97,53
46370,48,48,100,100
46371,102,102,48,49
46372,52,53,55,51
46373,102,102,48,49
46374,55,51,99,100
46375,48,48,100,100
46376,53,52,50,48
46377,48,56,100,100
46378,48,49,100,100
46379,53,52,50,48
46380,48,48,100,100
46381,48,48,100,100
46382,48,56,100,100
46383,56,56,98,51
46384,48,48,100,100
46385,52,53,55,51
46386,48,55,97,99
46387,102,102,48,49
46388,53,49,102,49
46389,101,99,57,48
46390,98,53,50,52
46391,48,51,56,53
46392,48,48,100,100
46393,48,56,100,100
46394,55,48,48,50
46395,102,102,48,49
46396,48,48,100,100
46397,99,51,56,51
46398,48,48,100,100
46399,100,50,102,54
46400,102,102,48,49
46401,48,48,100,100
46402,48,56,100,100
46403,99,55,97,51
46404,102,102,48,49
46405,102,102,48,49
46406,48,51,51,100
46407,102,102,48,49
46408,48,51,56,54
46409,48,48,100,100
46410,48,48,100,100
46411,48,51,101,54
46412,53,55,51,56
46413,48,48,100,100
46414,48,48,100,100
46415,48,48,100,100
46416,102,102,48,49
46417,97,51,52,98
46418,53,52,50,48
46419,102,102,48,49
46420,48,48,100,100
46421,102,102,48,49
46422,102,102,48,49
46423,53,53,54,100
46424,52,53,55,51
46425,102,102,48,49
46426,53,53,54,100
46427,102,51,50,51
46428,52,53,55,51
46429,53,52,50,48
46430,53,100,50,57
46431,102,102,48,49
46432,102,102,48,49
46433,102,102,48,49
46434,102,102,48,49
46435,48,48,100,100
46436,48,48,100,100
46437,102,102,48,49
46438,48,57,100,100
46439,52,53,54,100
46440,48,57,100,100
46441,48,48,100,100
46442,51,52,48,48
46443,48,48,100,100
46444,48,48,100,100
46445,48,51,54,56
46446,48,48,100,100
46447,102,102,51,101
46448,57,55,55,52
46449,55,99,54,51
46450,48,48,100,100
46451,48,48,100,100
46452,102,102,48,49
46453,52,53,50,100
46454,102,102,48,49
46455,48,48,100,100
46456,53,55,102,55
46457,102,102,48,49
46458,99,100,48,97
46459,48,51,98,102
46460,102,102,48,49
46461,50,50,52,57
46462,48,48,100,100
46463,48,48,100,100
46464,53,48,102,102
46465,102,102,48,49
46466,51,50,54,53
46467,48,48,100,100
46468,48,48,100,100
46469,98,53,48,49
46470,51,52,48,48
46471,48,48,100,100
46472,97,50,56,97
46473,48,48,100,100
46474,98,101,55,51
46475,102,102,48,49
46476,48,48,100,100
46477,53,101,101,57
46478,48,48,100,100
46479,48,48,100,100
46480,51,56,56,51
46481,48,49,100,100
46482,48,48,100,100
46483,48,56,57,99
46484,48,51,56,101
46485,54,101,48,98
46486,48,51,101,100
46487,57,102,50,100
46488,52,53,55,51
46489,48,48,100,100
46490,51,52,48,48
46491,50,50,52,57
46492,48,48,100,100
46493,52,53,50,100
46494,48,48,100,100
46495,48,51,101,97
46496,48,48,100,100
46497,48,48,100,100
46498,48,51,48,50
46499,102,102,48,49
46500,55,97,48,102
46501,102,102,48,49
46502,102,102,48,49
46503,52,97,101,49
46504,52,56,57,53
46505,48,48,100,100
46506,102,102,48,49
46507,53,53,54,100
46508,48,56,100,100
46509,48,48,100,100
46510,48,51,48,97
46511,48,49,48,48
46512,55,52,52,55
46513,48,48,100,100
46514,48,48,100,100
46515,102,102,48,49
46516,52,101,102,48
46517,50,50,52,57
46518,49,53,102,97
46519,48,49,100,100
46520,48,48,100,100
46521,97,49,101,50
46522,48,48,100,100
46523,48,56,100,100
46524,48,48,100,100
46525,99,51,51,100
46526,102,102,48,49
46527,48,48,100,100
46528,48,48,100,100
46529,48,49,100,100
46530,101,100,52,53
46531,48,56,100,100
46532,57,51,50,51
46533,57,51,55,50
46534,102,102,48,49
46535,48,48,100,100
46536,102,102,48,49
46537,50,50,52,57
46538,102,102,48,49
46539,48,51,101,56
46540,102,102,48,49
46541,48,48,100,100
46542,102,102,48,49
46543,48,48,100,100
46544,102,102,48,49
46545,53,53,54,100
46546,53,53,54,100
46547,48,49,100,100
46548,48,51,51,53
46549,102,102,48,49
46550,48,57,100,100
46551,53,53,54,100
46552,48,48,100,100
46553,102,102,48,49
46554,48,48,100,100
46555,48,48,100,100
46556,48,48,100,100
46557,48,51,55,55
46558,99,99,56,101
46559,48,51,97,101
46560,57,48,100,55
46561,98,50,97,49
46562,48,48,100,100
46563,50,50,52,57
46564,48,51,54,51
46565,48,51,52,57
46566,48,48,100,100
46567,48,48,100,100
46568,99,56,51,57
46569,53,52,50,48
46570,48,48,100,100
46571,48,51,48,99
46572,48,48,100,100
46573,54,52,54,54
46574,53,52,50,48
46575,48,51,48,51
46576,53,53,54,100
46577,52,53,54,100
46578,102,102,48,49
46579,52,53,50,100
46580,98,48,49,51
46581,48,51,54,98
46582,99,100,53,101
46583,55,55,48,98
46584,53,53,54,100
46585,48,48,100,100
46586,48,51,48,50
46587,102,102,48,49
46588,57,57,49,98
46589,48,48,100,100
46590,48,48,100,100
46591,55,101,52,50
46592,50,50,52,57
46593,97,100,51,55
46594,48,55,97,99
46595,97,98,56,54
46596,55,51,55,54
46597,102,102,48,49
46598,101,98,48,97
46599,48,51,52,55
46600,51,52,48,48
46601,53,52,50,48
46602,48,48,100,100
46603,54,98,57,99
46604,48,48,100,100
46605,52,53,50,100
46606,53,52,50,48
46607,99,53,51,55
46608,102,102,48,49
46609,48,48,53,52
46610,48,48,100,100
46611,48,48,100,100
46612,53,55,57,100
46613,101,98,55,99
46614,53,53,54,100
46615,48,48,100,100
46616,48,57,100,100
46617,48,51,54,51
46618,53,52,50,48
46619,50,50,52,57
46620,102,102,48,49
46621,48,48,100,100
46622,102,102,48,49
46623,48,48,100,100
46624,102,102,48,49
46625,48,51,101,50
46626,97,55,57,53
46627,48,48,100,100
46628,48,48,100,100
46629,48,48,100,100
46630,48,48,100,100
46631,48,49,100,100
46632,48,51,52,48
46633,48,55,97,99
46634,53,53,54,100
46635,48,48,98,49
46636,102,102,48,49
46637,48,51,48,97
46638,102,102,48,49
46639,48,49,100,100
46640,102,102,48,49
46641,48,51,50,50
46642,102,102,48,49
46643,48,57,100,100
46644,48,48,100,100
46645,48,48,100,100
46646,48,51,100,102
46647,102,102,48,49
46648,48,48,100,100
46649,52,53,55,51
46650,102,56,50,101
46651,48,48,100,100
46652,102,102,48,49
46653,48,48,100,100
46654,48,48,100,100
46655,102,102,48,49
46656,48,56,100,100
46657,48,51,51,54
46658,48,48,100,100
46659,53,52,50,48
46660,48,49,100,100
46661,48,101,54,53
46662,102,102,48,49
46663,102,102,48,49
46664,52,53,54,100
46665,51,50,102,100
46666,48,48,100,100
46667,48,48,100,100
46668,102,102,48,49
46669,48,49,100,100
46670,49,52,100,100
46671,48,49,100,100
46672,55,97,97,54
46673,102,102,48,49
46674,102,102,48,49
46675,100,56,57,57
46676,102,102,48,49
46677,48,48,100,100
46678,102,102,48,49
46679,100,54,98,50
46680,48,51,52,54
46681,48,56,100,100
46682,48,48,100,100
46683,48,51,102,100
46684,102,102,48,49
46685,52,53,50,100
46686,48,48,100,100
46687,102,102,48,49
46688,48,48,100,100
46689,48,49,100,100
46690,102,102,48,49
46691,48,51,99,56
46692,53,56,56,101
46693,102,102,48,49
46694,48,49,100,100
46695,48,48,100,100
46696,48,49,100,100
46697,102,102,48,49
46698,50,50,52,57
46699,52,53,55,51
46700,48,48,100,100
46701,48,51,98,54
46702,48,48,100,100
46703,48,48,100,100
46704,102,102,48,49
46705,102,102,48,49
46706,48,48,100,100
46707,52,98,100,57
46708,48,51,99,56
46709,102,102,48,49
46710,102,102,48,49
46711,48,48,100,100
46712,48,48,100,100
46713,48,49,100,100
46714,102,53,100,101
46715,48,48,100,100
46716,48,48,100,100
46717,52,99,55,98
46718,49,100,54,98
46719,48,48,100,100
46720,102,102,48,49
46721,102,102,48,49
46722,48,48,100,100
46723,102,102,48,49
46724,102,102,48,49
46725,48,51,57,56
46726,48,55,97,99
46727,48,48,100,100
46728,48,56,100,100
46729,48,51,56,101
46730,52,53,55,51
46731,48,48,100,100
46732,48,49,100,100
46733,53,52,50,48
46734,102,102,48,49
46735,102,102,48,49
46736,48,48,100,100
46737,102,102,48,49
46738,52,102,49,101
46739,48,51,97,102
46740,102,102,48,49
46741,102,102,48,49
46742,57,50,48,99
46743,48,51,54,102
46744,99,50,100,50
46745,48,48,100,100
46746,48,49,100,100
46747,48,51,102,100
46748,48,51,53,49
46749,48,57,100,100
46750,48,51,52,55
46751,53,52,50,48
46752,102,102,48,49
46753,102,102,48,49
46754,102,102,48,49
46755,57,100,50,55
46756,48,48,100,100
46757,48,48,100,100
46758,102,102,48,49
46759,53,52,50,48
46760,57,57,97,98
46761,48,51,56,48
46762,48,48,100,100
46763,48,48,100,100
46764,102,102,48,49
46765,48,49,100,100
46766,102,102,48,49
46767,48,51,48,57
46768,102,102,48,49
46769,102,102,48,49
46770,50,50,52,57
46771,51,52,48,48
46772,48,48,100,100
46773,48,51,55,55
46774,48,56,100,100
46775,48,49,100,100
46776,52,53,55,51
46777,48,48,100,100
46778,48,49,100,100
46779,48,48,100,100
46780,102,102,48,49
46781,48,51,100,98
46782,102,102,48,49
46783,48,56,100,100
46784,48,51,48,55
46785,102,102,48,49
46786,102,102,48,49
46787,48,51,101,101
46788,48,51,48,49
46789,102,102,48,49
46790,48,48,100,100
46791,48,48,100,100
46792,97,50,99,49
46793,51,52,48,48
46794,48,51,52,97
46795,48,48,100,100
46796,48,48,100,100
46797,102,102,48,49
46798,102,102,48,49
46799,48,48,100,100
46800,52,53,55,51
46801,48,48,100,100
46802,53,52,50,48
46803,48,49,100,100
46804,49,56,49,49
46805,48,51,53,53
46806,52,53,54,100
46807,102,102,48,49
46808,102,102,48,49
46809,48,51,54,48
46810,102,102,48,49
46811,55,50,51,100
46812,48,51,48,49
46813,48,48,100,100
46814,48,48,100,100
46815,102,102,48,49
46816,48,48,100,100
46817,52,53,55,51
46818,48,48,100,100
46819,48,48,100,100
46820,100,54,53,100
46821,48,51,102,102
46822,48,48,100,100
46823,48,57,55,54
46824,48,48,100,100
46825,53,53,54,100
46826,48,51,100,100
46827,102,102,48,49
46828,98,57,48,56
46829,48,101,57,57
46830,48,51,102,56
46831,102,102,48,49
46832,48,51,54,57
46833,48,48,100,100
46834,48,48,100,100
46835,101,102,48,49
46836,102,102,48,49
46837,48,48,100,100
46838,48,48,100,100
46839,48,48,100,100
46840,48,48,100,100
46841,48,55,97,99
46842,48,48,100,100
46843,102,99,100,49
46844,48,48,100,100
46845,102,97,100,49
46846,102,102,48,49
46847,102,102,48,49
46848,48,48,100,100
46849,49,53,50,51
46850,52,53,55,51
46851,48,48,100,100
46852,102,102,48,49
46853,48,48,100,100
46854,48,101,54,51
46855,48,48,100,100
46856,48,49,100,100
46857,48,48,100,100
46858,102,102,48,49
46859,50,50,52,57
46860,48,51,49,99
46861,52,52,49,57
46862,48,48,100,100
46863,53,52,50,48
46864,48,48,100,100
46865,48,48,100,100
46866,102,102,48,49
46867,48,51,49,99
46868,48,51,53,56
46869,48,48,100,100
46870,102,102,48,49
46871,48,48,100,100
46872,102,102,48,49
46873,48,51,101,56
46874,48,48,100,100
46875,102,102,48,49
46876,48,48,100,100
46877,48,48,100,100
46878,48,48,100,100
46879,101,101,49,49
46880,53,55,54,50
46881,50,50,52,57
46882,52,51,55,56
46883,48,48,100,100
46884,53,52,50,48
46885,102,102,48,49
46886,48,48,100,100
46887,48,49,100,100
46888,102,102,48,49
46889,102,102,48,49
46890,102,102,48,49
46891,48,48,100,100
46892,48,49,100,100
46893,48,51,51,53
46894,48,48,100,100
46895,48,56,100,100
46896,57,98,102,98
46897,48,48,100,100
46898,48,48,100,100
46899,52,53,50,100
46900,48,51,52,56
46901,48,51,98,102
46902,48,48,100,100
46903,48,48,100,100
46904,48,48,100,100
46905,48,48,100,100
46906,48,48,100,100
46907,102,102,48,49
46908,102,102,48,49
46909,48,48,100,100
46910,97,100,97,49
46911,48,48,100,100
46912,102,102,48,49
46913,50,50,52,57
46914,48,48,100,100
46915,52,53,55,51
46916,50,50,52,57
46917,102,102,48,49
46918,51,52,48,48
46919,48,53,97,99
46920,50,50,52,57
46921,48,48,100,100
46922,53,101,57,56
46923,102,102,48,49
46924,48,48,100,100
46925,48,48,100,100
46926,48,48,100,100
46927,102,102,48,49
46928,53,52,50,48
46929,48,48,100,100
46930,102,102,48,49
46931,48,48,100,100
46932,102,102,48,49
46933,48,48,100,100
46934,48,48,100,100
46935,102,102,48,49
46936,54,98,57,48
46937,53,52,50,48
46938,102,102,48,49
46939,48,48,100,100
46940,48,49,100,100
46941,100,56,101,50
46942,102,102,48,49
46943,48,51,49,52
46944,48,48,100,100
46945,48,48,100,100
46946,48,48,100,100
46947,48,48,100,100
46948,97,55,51,48
46949,102,102,48,49
46950,52,53,55,51
46951,98,101,53,53
46952,48,51,49,99
46953,102,102,48,49
46954,48,48,100,100
46955,49,98,49,100
46956,52,102,100,51
46957,48,48,100,100
46958,102,102,48,49
46959,53,53,54,100
46960,48,48,100,100
46961,48,48,100,100
46962,102,102,48,49
46963,52,53,50,100
46964,48,48,100,100
46965,48,48,100,100
46966,50,56,100,50
46967,53,52,50,48
46968,56,102,98,99
46969,51,52,48,48
46970,99,51,57,100
46971,50,100,53,52
46972,102,102,48,49
46973,48,49,100,100
46974,48,51,49,57
46975,99,50,53,99
46976,48,48,100,100
46977,51,52,48,48
46978,48,48,100,100
46979,102,102,48,49
46980,102,102,48,49
46981,52,53,55,51
46982,48,55,97,99
46983,102,102,48,49
46984,102,102,48,49
46985,50,98,48,102
46986,100,49,48,102
46987,48,48,100,100
46988,48,51,100,49
46989,102,102,48,49
46990,100,57,49,53
46991,99,49,52,49
46992,50,50,52,57
46993,48,57,100,100
46994,48,51,52,48
46995,102,102,48,49
46996,48,57,100,100
46997,48,48,100,100
46998,48,56,100,100
46999,48,56,100,100
47000,50,50,50,100
47001,48,48,100,100
47002,48,57,100,100
47003,48,56,100,100
47004,48,51,57,56
47005,55,54,99,55
47006,102,102,48,49
47007,48,48,100,100
47008,48,51,99,97
47009,48,48,100,100
47010,101,56,102,98
47011,48,48,100,100
47012,53,53,54,100
47013,48,56,100,100
47014,48,48,100,100
47015,48,57,100,100
47016,99,53,99,57
47017,102,102,48,49
47018,102,102,48,49
47019,101,57,53,100
47020,99,49,54,99
47021,48,48,100,100
47022,97,54,98,55
47023,97,97,101,102
47024,48,48,100,100
47025,52,53,55,51
47026,55,55,57,55
47027,102,102,48,49
47028,102,102,48,49
47029,54,97,100,100
47030,48,56,100,100
47031,102,102,48,49
47032,48,49,100,100
47033,57,48,56,50
47034,48,49,55,50
47035,102,102,48,49
47036,48,48,100,100
47037,101,54,54,100
47038,48,48,100,100
47039,53,52,50,48
47040,48,51,52,57
47041,48,48,100,100
47042,97,52,57,50
47043,48,48,100,100
47044,48,57,100,100
47045,48,48,100,100
47046,102,102,48,49
47047,98,57,99,100
47048,48,51,51,51
47049,102,102,48,49
47050,48,49,100,100
47051,48,49,100,100
47052,102,102,48,49
47053,48,48,100,100
47054,102,102,48,49
47055,48,51,56,48
47056,50,57,102,51
47057,48,51,50,102
47058,48,51,53,57
47059,101,51,101,97
47060,48,49,100,100
47061,53,101,51,51
47062,48,48,100,100
47063,102,102,48,49
47064,53,53,54,100
47065,48,48,100,100
47066,102,102,48,49
47067,97,51,57,50
47068,102,102,48,49
47069,48,49,55,57
47070,52,53,50,100
47071,48,48,100,100
47072,53,53,54,100
47073,53,52,50,48
47074,48,51,50,100
47075,102,102,48,49
47076,49,99,54,57
47077,102,102,48,49
47078,48,48,100,100
47079,48,48,100,100
47080,48,48,100,100
47081,48,48,100,100
47082,52,53,55,51
47083,53,98,102,54
47084,102,102,48,49
47085,48,48,100,100
47086,48,48,100,100
47087,48,51,98,101
47088,48,48,100,100
47089,102,102,48,49
47090,48,51,99,54
47091,57,50,97,99
47092,48,51,48,50
47093,53,53,54,100
47094,53,53,54,100
47095,48,48,100,100
47096,102,102,48,49
47097,53,53,54,100
47098,48,49,100,100
47099,102,102,48,49
47100,48,49,100,100
47101,100,98,49,54
47102,52,98,97,51
47103,48,56,100,100
47104,48,48,100,100
47105,102,102,48,49
47106,48,49,100,100
47107,50,50,52,57
47108,102,102,48,49
47109,51,52,48,48
47110,52,53,55,51
47111,53,52,50,48
47112,48,48,100,100
47113,48,57,100,100
47114,102,102,48,49
47115,102,102,48,49
47116,102,102,48,49
47117,48,49,100,100
47118,52,53,50,100
47119,102,102,48,49
47120,48,48,100,100
47121,48,48,100,100
47122,102,102,48,49
47123,102,102,48,49
47124,48,48,55,97
47125,97,57,54,100
47126,48,51,100,97
47127,101,56,51,50
47128,102,102,48,49
47129,48,51,55,97
47130,48,48,100,100
47131,102,102,48,49
47132,53,53,54,100
47133,52,53,55,51
47134,48,49,100,100
47135,51,52,48,48
47136,48,51,51,99
47137,48,51,49,52
47138,102,102,48,49
47139,102,102,48,49
47140,102,102,48,49
47141,48,48,100,100
47142,102,102,48,49
47143,48,48,100,100
47144,102,102,48,49
47145,48,49,100,100
47146,48,51,98,57
47147,48,48,100,100
47148,102,102,48,49
47149,102,102,48,49
47150,48,48,100,100
47151,102,102,48,49
47152,53,52,50,48
47153,48,48,100,100
47154,48,49,100,100
47155,52,53,55,51
47156,52,53,55,51
47157,48,48,100,100
47158,102,102,48,49
47159,102,102,48,49
47160,48,49,100,100
47161,102,102,48,49
47162,48,51,102,98
47163,48,51,57,100
47164,53,53,54,100
47165,99,54,98,100
47166,51,52,48,48
47167,52,53,55,51
47168,48,48,100,100
47169,102,102,48,49
47170,48,48,100,100
47171,48,48,100,100
47172,48,48,100,100
47173,100,102,101,56
47174,102,102,48,49
47175,48,48,100,100
47176,102,102,48,49
47177,99,54,53,98
47178,48,51,52,57
47179,49,57,101,98
47180,48,48,100,100
47181,102,102,48,49
47182,48,48,100,100
47183,49,98,56,48
47184,48,51,97,57
47185,48,49,100,100
47186,53,52,50,48
47187,48,48,100,100
47188,48,48,100,100
47189,102,102,48,49
47190,48,49,100,100
47191,55,53,99,49
47192,48,48,100,100
47193,102,102,48,49
47194,99,53,49,51
47195,48,51,55,48
47196,48,48,100,100
47197,102,102,48,49
47198,48,48,100,100
47199,50,50,52,57
47200,102,102,48,49
47201,48,48,100,100
47202,48,48,100,100
47203,97,54,57,52
47204,48,51,100,101
47205,100,102,54,52
47206,50,50,52,57
47207,48,48,100,100
47208,48,57,100,100
47209,48,48,100,100
47210,102,102,48,49
47211,102,102,48,49
47212,48,51,49,99
47213,97,50,98,101
47214,102,102,48,49
47215,99,51,57,55
47216,102,101,51,102
47217,50,50,52,57
47218,102,102,48,49
47219,48,49,100,100
47220,48,48,100,100
47221,48,48,100,100
47222,102,102,48,49
47223,100,97,48,99
47224,48,48,100,100
47225,57,53,98,48
47226,48,48,100,100
47227,52,53,55,51
47228,102,57,53,49
47229,48,57,100,100
47230,48,48,100,100
47231,102,102,48,49
47232,48,51,97,49
47233,48,48,100,100
47234,102,102,48,49
47235,52,53,55,51
47236,102,102,48,49
47237,50,101,98,101
47238,48,48,100,100
47239,51,52,48,48
47240,48,51,53,100
47241,97,56,54,97
47242,48,49,100,100
47243,53,53,54,100
47244,48,48,100,100
47245,48,48,100,100
47246,48,48,100,100
47247,48,48,48,48
47248,101,99,98,101
47249,48,49,100,100
47250,102,102,48,49
47251,53,52,50,48
47252,53,53,54,100
47253,102,102,55,55
47254,100,57,56,101
47255,48,48,100,100
47256,102,102,48,49
47257,48,48,100,100
47258,48,48,100,100
47259,48,51,55,57
47260,54,49,55,48
47261,101,53,48,51
47262,52,53,50,100
47263,48,49,100,100
47264,48,48,100,100
47265,48,51,57,56
47266,51,52,48,48
47267,48,48,100,100
47268,48,57,53,49
